AGRUPADOR,CÓDIGO BARRAS,DESCRIPCIÓN ARTICULO,UNIDAD MANEJO,CÓDIGO BARRAS UNIDAD MANEJO,PALLETIZADO,CANTIDAD POR PALLET,ALTO,ANCHO,PROFUNDIDAD,VOLUMEN,PESO,DENSIDAD,RESISTENCIA,CONTAMINANTE,TIPODESPACHO,RECIPIENTE
1,96887000486,DOG STAR CACHORROS,5,1.00969E+13,0,55,20.2,61.8,42,0.05243112,20.46,390.226,,,DESPACHO LOCAL ARTICULO,
1,96887000493,DOG STAR CACHORROS,2,1.00969E+13,0,300,26,40.2,45.2,0.04724304,18.4,389.475,,,DESPACHO LOCAL ARTICULO,
1,96887000509,DOG STAR CACHORRO,1,96887000509,0,100,10.4,28.4,59,0.01742624,15.2,872.247,,,DESPACHO LOCAL ARTICULO,
1,96887000516,DOG STAR CACHORROS,1,96887000516,0,50,25,50,100,0.125,30,240,,,DESPACHO LOCAL ARTICULO,
1,7.70721E+12,CHUNKY PUPPIES,1,7.70721E+12,0,145,9,38.2,57.2,0.01966536,9.12,463.759,,,DESPACHO LOCAL ARTICULO,
1,7.70721E+12,CHUNKY ADULTOS POLLO,5,1.77072E+13,0,30,22.4,43.2,57.4,0.05554483,20.68,372.311,,,DESPACHO LOCAL ARTICULO,
1,7.70721E+12,CHUNKY PUPPIES POLLO,5,1.77072E+13,0,30,31.2,40.4,60.4,0.07613299,20.26,266.113,,,DESPACHO LOCAL ARTICULO,
1,7.70721E+12,CHUNKY ADULTO,10,1.77072E+13,0,30,17.6,44.8,61,0.04809728,20.82,432.872,,,DESPACHO LOCAL ARTICULO,
1,7.70721E+12,CHUNKY PUPPIES,10,1.77072E+13,0,120,47.4,20.6,43.2,0.0421822,19.94,472.711,,,DESPACHO LOCAL ARTICULO,
1,7.70721E+12,CHUNKY ADULTO,1,7.70721E+12,0,100,8.6,35.4,57.4,0.01747486,9.16,524.181,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,DOGGIMEL SUPLEMENTO MASCOTAS,30,2.7861E+13,0,60,29,31.4,34.4,0.03132464,12.72,406.07,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,DOGGIMEL SUPLEMENTO MASCOTAS,96,2.7861E+13,0,60,30,32,33.4,0.032064,11.12,346.806,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,TREAT GALLETAS,10,1.7861E+13,0,140,24.2,31.6,48.6,0.03716539,6.1,164.131,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,TREAT GALLETAS FUNDA,24,1.7861E+13,0,70,23,23.2,33.8,0.01803568,2.36,130.851,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,NUTRIFISH ALIMENTO PARA PECES,36,1.7861E+13,0,200,16.8,18.8,48,0.01516032,0.96,63.323,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS MED/GRAN ORIGINAL,1,7.861E+12,0,32,12.8,42.8,58.6,0.03210342,15.24,474.715,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PRO CAN ADULTO RAZAS MED/GRAN,1,7.861E+12,0,50,15,50,100,,30,,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN ORIGINAL,10,1.7861E+13,0,39,32,41,60,0.07872,20.3,257.876,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN ORIGINAL,5,1.7861E+13,0,27,20,38.4,59.4,0.0456192,20.4,447.18,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS MED/GRAN ORIGINAL,10,1.7861E+13,0,19,23,38,66,0.057684,20.34,352.61,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS MED/GRAN ORIGINAL,5,1.7861E+13,0,39,18.8,43.6,50.6,0.04147581,20.36,490.888,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN POLLO,30,1.7861E+13,0,60,15.6,40.4,59.8,0.03768835,13.9,368.814,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CHACHORROS RAZAS MED/GRAN POLLO,30,1.7861E+13,0,100,16.6,42.4,54.8,0.03857043,13.88,359.861,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN ORIGINAL,1,7.861E+12,0,100,7.8,39.2,48.6,0.01485994,8.12,546.435,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS MED/GRAN,1,7.861E+12,0,50,6,38.4,50.2,0.01156608,8.02,693.406,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN CARNE ARROZ VEGE,10,1.7861E+13,0,100,28,40,65,0.0728,202.44,2780.769,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN CARNE ARROZ VEGE,5,1.7861E+13,0,130,23.6,44.6,61,0.06420616,21.5,334.858,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN POLLO ARROZ VEGE,10,1.7861E+13,0,150,28.8,37.6,64.8,0.07017062,20.34,289.864,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN POLLO ARROZ VEGE,5,1.7861E+13,0,150,20.6,45.2,60.4,0.05623964,20.32,361.31,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTOS RAZAS MED/GRAN CARNE/ARR/VEG,30,1.7861E+13,0,100,15.2,39.4,64,0.03832832,13.88,362.134,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTOS RAZAS MED/GRAN POLLO/ARR/VEG,30,1.7861E+13,0,200,12.6,43.4,57,0.03116988,13.88,445.301,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PRO-BIRD ALIMENTO CANARIOS,12,1.7861E+13,0,120,17.6,26.8,26.4,0.01245235,5.82,467.381,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN ORIGINAL,1,7.861E+12,0,35,14.6,40,60,0.03504,15,428.082,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN CARNE/ARROZ/VEGE,1,7.861E+12,0,150,14.8,39.4,61.4,0.03580357,15.26,426.214,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED POLLO/ARROZ/VEGE,1,7.861E+12,0,175,15.6,41.4,60.6,0.0391379,15.08,385.304,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTOS RAZAS PEQUENA POLLO/ARR/VEG,30,1.7861E+13,0,60,17.4,41,57,0.0406638,13.94,342.811,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTOS RAZAS PEQ CARNE/POLLO/VEGE,10,1.7861E+13,0,50,24.2,38.8,74,0.06948304,20.34,292.733,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS PEQ POLLO/CARNE/VEGE,5,1.7861E+13,0,150,21.4,42,54.4,0.04889472,20.36,416.404,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS PEQ POLLO/CER/LECHE,30,1.7861E+13,0,60,17.8,40.2,60.4,0.04321982,13.88,321.148,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS PEQ POLLO/CERE/LECHE,10,1.7861E+13,0,150,22.6,45.4,63.8,0.06546135,20.24,309.19,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHOR.RAZAS PEQ POLLO/CERE/LECHE,5,1.7861E+13,0,100,19.6,46.4,60.4,0.05493018,20.76,377.934,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN CACHORROS RAZAS PEQ,1,7.861E+12,0,60,15.2,40.4,59.4,0.03647635,15.36,421.094,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT SABORES MAR,30,1.7861E+13,0,50,17.8,41.6,61,0.04516928,14.18,313.93,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT SABORES MAR,10,1.7861E+13,0,200,13.6,45.8,61.6,0.03836941,15.34,399.797,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT SABORES MAR,1,7.861E+12,0,80,9.4,38.6,49.6,0.01799686,8.12,451.189,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT ORIGINAL,30,1.7861E+13,0,50,18,40.6,61.4,0.04487112,14.3,318.69,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT ORIGINAL,10,1.7861E+13,0,150,20.4,35.2,61.6,0.04423373,15.44,349.054,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT ORIGINAL,1,7.861E+12,0,150,10.8,40,45,0.01944,8,411.522,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT ORIGINAL-POLLO,1,7.861E+12,0,150,16.4,43.2,57.8,0.04095014,15.08,368.252,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN GALLETAS RAZAS MED/GRAN,12,1.7861E+13,0,60,18.6,28.6,40.6,0.02159757,4.1,189.836,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN GALLETAS RAZAS PEQ,12,1.7861E+13,0,70,18.6,28.6,40.8,0.02170396,2.88,132.694,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN GALLETAS RAZAS PEQ,64,1.7861E+13,0,60,20,30,40,0.024,8,333.333,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO EQUILIBRIO NATURAL,10,1.7861E+13,0,30,20.4,30.8,57.2,0.0359399,20.36,566.501,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO EQUILIBRIO NATURAL,5,1.7861E+13,0,30,20.2,43.8,57,0.05043132,20.3,402.527,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO EQUILIBRIO NATURAL,1,7.861E+12,0,110,11,38.2,52.2,0.02193444,8.2,373.841,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,CHIKI COMIDA PARA GATOS,15,2.7861E+13,0,150,16.2,40,40.2,0.0260496,7.6,291.751,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,CHIKI COMIDA PARA GATOS,10,1.7861E+13,0,25,14.4,44.2,61.8,0.03933446,15.66,398.124,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN SENIOR,10,1.7861E+13,0,20,18,20,55,0.0198,20.3,1025.252,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN SENIOR,5,1.7861E+13,0,90,20.6,46.8,59,0.05688072,20.36,357.942,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN SENIOR,1,7.861E+12,0,200,10.8,36,44.6,0.01734048,8.16,470.575,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTOS RAZAS MED/GRAN CARNE/ARROZ/VEGE,1,7.861E+12,0,110,10.8,39,51.4,0.02164968,8.1,374.139,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTO RAZAS MED/GRAN POLLO/ARROZ/VEGE,1,7.861E+12,0,200,12,35.4,50.6,0.02149488,8,372.181,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAN ADULTOS RAZAS PEQ POLLO/ARROZ/VEGE,1,7.861E+12,0,150,11.4,38.8,48.4,0.02140828,7.9,369.016,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT GATITOS POLLO/CEREALES/LECHE,30,1.7861E+13,0,100,15.8,39.8,60.5,0.03804482,14.56,382.706,,,DESPACHO LOCAL ARTICULO,
1,7.861E+12,PROCAT GATITOS POLLO/CEREALES/LECHE,1,7.861E+12,0,70,11.4,33.8,50.6,0.01949719,8.18,419.547,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN ADULTO RAZAS PEQ/MINI,12,1.7861E+13,0,24,18,35,99.9,0.062937,24.6,390.867,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN CACHORROS RAZAS PEQ/MED,6,1.7861E+13,0,20,17.2,46.4,70,0.0558656,24.56,439.626,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTO RAZAS MED/GRAN,12,1.7861E+13,0,150,18.8,35.8,1.1,0.00074034,22.76,30742.631,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTOS RAZAS MED/GRAN,1,7.86103E+12,0,65,10.6,37.8,49.2,0.01971346,7.54,382.479,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTO RAZAS PEQ,12,1.7861E+13,0,60,28,50,110,0.154,28,181.818,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO CACHORROS RAZAS MED/GRAN,12,1.7861E+13,0,21,23,40,83.8,0.077096,24.6,319.082,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO CACHORROS RAZAS PEQ,12,1.7861E+13,0,150,25,50,110,0.1375,28,203.636,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU DELICIAS DEL MAR,24,1.7861E+13,0,50,15.6,42.6,58.8,0.03907613,11,281.501,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU DELICIAS DEL MAR,12,1.7861E+13,0,150,17.2,46.6,70,0.0561064,24.6,438.452,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU DELICIAS DEL MAR,1,7.86103E+12,0,100,9.2,35.6,51.2,0.01676902,8.3,494.96,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTOS RAZAS PEQ/MED,5,1.7861E+13,0,60,13.6,46,56.8,0.03553408,20.34,572.408,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO CACHORROS RAZAS MED/GRAN,5,1.7861E+13,0,25,20,43.6,59.8,0.0521456,20.44,391.979,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO CACHORROS RAZAS PEQ/MED,5,1.7861E+13,0,30,18.4,43.4,60,0.0479136,20.5,427.853,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTOS RAZAS MED/GRAN,5,1.7861E+13,0,150,25.4,42.2,56.4,0.06045403,20.36,336.784,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO CACHORROS,1,7.86103E+12,0,100,10.8,35.4,49,0.01873368,7.8,416.362,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATOS Y GATITOS,12,1.7861E+13,0,80,13.6,43,42.8,0.02502944,5.36,214.147,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATOS Y GATITOS,12,1.7861E+13,0,25,20,22,84,0.03696,24.6,665.584,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATOS ADULTOS PESCADO,12,1.7861E+13,0,200,14.4,45.8,43.2,0.02849126,6.42,225.332,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATOS/VITALITY,12,1.7861E+13,0,60,14,41.8,51,0.0298452,24.88,833.634,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATOS CONTROL PESO POLLO,12,1.7861E+13,0,80,10.6,39.6,41.8,0.01754597,6.42,365.895,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATOS/CONTROL PESO,12,1.7861E+13,0,150,19.2,34.8,1,0.00066816,24.24,36278.735,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO SNACK PERRO POLLO,30,2.7861E+13,0,60,22.2,31.6,41.8,0.02932354,5.66,193.018,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO SNACK PERRO CARNE,30,2.7861E+13,0,60,22,31.8,41.6,0.02910336,5.6,192.417,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO LIGHT PERROS ADULTOS,12,1.7861E+13,0,21,25,40,60,0.06,18,300,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTO LIGHT RAZ GRANDE/MED,1,7.86103E+12,0,,7.4,34.6,51.6,0.01321166,7.82,591.901,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN CACHORROS RAZAS PEQUENAS POLLO,12,1.7861E+13,0,21,19.8,12.2,83.4,0.0201461,24.48,1215.123,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO CACHORROS RAZAS PEQ/MIN,1,7.86103E+12,0,100,8.6,38.2,48.4,0.01590037,7.82,491.812,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO ADULTO RAZAS PEQ/MIN,1,7.86103E+12,0,100,10,37.2,44.6,0.0165912,7.64,460.485,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO DELI BITES NUGGETS POLLO/HIGADO,36,1.7861E+13,0,100,21.4,27,45.6,0.02634768,3.22,122.211,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO DELI BITES NUGGETS SABORES DEL MAR,36,2.7861E+13,0,100,22,27,46,0.027324,3.12,114.185,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO DELI BITES NUGGETS CARNE/HIGADO,36,1.7861E+13,0,100,21.6,27,45.8,0.02671056,3.3,123.546,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO PERRO CACHORROS POLLO Y ARROZ,12,1.7861E+13,0,100,12.6,23.2,30.2,0.00882806,5.8,656.995,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO PERRO ADULTO POLLO Y VEGETALES,12,1.7861E+13,0,100,11.2,23.4,30.2,0.00791482,5.64,712.587,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO PERRO ADULTO CARNE Y VEGETALES,12,1.7861E+13,0,100,12.8,23.4,30.2,0.0090455,5.62,621.303,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATO ATUN/TILAPIA,24,1.7861E+13,0,100,14.6,14.4,21.2,0.00445709,2.78,623.725,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATO POLLO/HIGADO,24,1.7861E+13,0,100,14.8,14.6,21,0.00453768,2.8,617.055,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,NUTRAPRO GATO CARNE/HIGADO,24,1.7861E+13,0,100,14.2,14.8,21.2,0.00445539,2.82,632.941,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN ADULTO CARNE,6,1.7861E+13,0,40,21.2,49.2,59.8,0.06237379,24.48,392.472,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN ADULTO POLLO,1,7.86103E+12,0,100,11,33.8,48.8,0.01814384,8.38,461.864,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN ADULTO POLLO,1,7.86103E+12,0,150,10,40,50,0.02,15,750,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN CACHORROS POLLO,6,1.7861E+13,0,30,16.6,44.8,70,0.0520576,24.42,469.095,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN CACHORROS RAZAS MED/GRAN,1,7.86103E+12,0,150,14.4,41.6,60,0.0359424,15.42,429.019,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN ADULTOS POLLO/MAIZ/ARROZ,24,1.7861E+13,0,60,12.6,44,59.8,0.03315312,11.3,340.842,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,BUEN CAN CACHORROS POLLO/YOGURT,24,1.7861E+13,0,100,12.2,37.8,59.4,0.0273929,11.4,416.166,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU POLLO,12,1.7861E+13,0,400,18.6,35,99.9,0.0650349,24.66,379.181,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU SABOR POLLO GATOS,1,1.7861E+13,0,24,12.2,47,60,0.034404,18.16,527.845,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU POLLO,24,1.7861E+13,0,50,15.2,47.2,59.8,0.04290291,11.38,265.25,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU CARNE,24,1.7861E+13,0,50,14.6,38.8,55.4,0.03138299,11.38,362.616,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU CARNE,12,1.7861E+13,0,40,16.8,45.8,59.6,0.04585862,24.58,535.995,,,DESPACHO LOCAL ARTICULO,
1,7.86103E+12,MICHU CARNE,1,7.86103E+12,0,,10.4,36.2,52.4,0.01972755,8.24,417.689,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.ALIMENTO PERROS,10,1.7861E+13,0,30,28,37.7,64.8,0.06840288,20.3,296.771,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.ALIMENTO PERROS,5,2.7861E+13,0,30,20,45.4,58.8,0.0533904,20.36,381.341,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.ALIMENTO PERROS,1,7.86104E+12,0,120,10.8,40.4,48.4,0.02111789,8.96,424.284,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,AK.ALIMENTO PERROS,10,1.7861E+13,0,150,25,38.8,66.8,0.064796,20.34,313.908,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,AK.ALIMENTO PERROS,5,2.7861E+13,0,150,21.8,46.2,61.2,0.06163819,20.32,329.665,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,AK.ALIMENTO PERROS,1,7.86104E+12,0,120,10.8,38.2,52.2,0.02153563,9.22,428.127,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS ADULTOS POLLO/VEGETALES,10,1.7861E+13,0,20,20.8,47.4,59,0.05816928,20.4,350.7,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS ADULTOS POLLO/VEGETALES,5,1.7861E+13,0,20,21.8,34.2,60.5,0.04510638,20.44,453.15,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS ADULTOS POLLO/VEGETALES,2,1.7861E+13,0,22,29,33.6,46.2,0.04501728,18.38,408.287,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,LO.COMIDA PERROS,10,1.7861E+13,0,40,20.2,50.6,47,0.04803964,20.48,426.314,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,LO.COMIDA PERROS,5,1.7861E+13,0,100,21.2,40.8,59.4,0.05137862,20.46,398.22,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,LO.ORIGINAL COMIDA PERROS,2,1.7861E+13,0,140,28,44.8,36,0.0451584,18.44,408.34,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.ALIMENTO PARA GATOS,24,1.7861E+13,0,40,11,41.4,56,0.0255024,12.36,484.66,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.ALIMENTO PARA GATOS,12,1.7861E+13,0,30,19.8,37.6,60.8,0.04526438,18.3,404.291,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,AK.ALIMENTO PARA GATOS,24,1.7861E+13,0,33,13.8,40.6,61.4,0.03440119,12.32,358.127,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,AK.ALIMENTO PARA GATOS,12,1.7861E+13,0,50,14.4,31.6,56.6,0.02575526,15.28,593.276,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS CACHORROS POLLO/VEGETALES,10,1.7861E+13,0,20,19.2,51.6,58.4,0.05785804,20.46,353.624,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS CACHORROS POLLO/VEGETALES,2,1.7861E+13,0,22,24.2,30.2,51.4,0.03756517,18.4,489.815,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS CACHORROS POLLO/VEGETALES,5,1.7861E+13,0,15,16.8,41.8,70,0.0491568,20.5,417.032,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS CACHORROS CARNE/VEGETALES,10,1.7861E+13,0,20,15.4,49.4,59.8,0.04549344,20.6,452.812,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS CACHORROS CARNE/VEGETALES,5,1.7861E+13,0,15,23,31,61.4,0.0437782,20.44,466.899,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,SX.COMIDA PERROS CACHORROS CARNE/VEGETALES,2,1.7861E+13,0,22,25.8,47,37.4,0.04535124,18.32,403.958,,,DESPACHO LOCAL ARTICULO,
1,7.86104E+12,MP ALIMENTOS PARA GATOS GRANEL,1,1.7861E+13,0,50,14.6,38.2,40.8,0.02275498,9.09,399.472,,,DESPACHO LOCAL ARTICULO,
1,7.86105E+12,CANTACLARO,20,1.7861E+13,0,50,17.8,25.2,39,0.01749384,6.5,371.559,,,DESPACHO LOCAL ARTICULO,
1,7.86105E+12,CANTACLARO LOROS CACATUAS,20,1.7861E+13,0,50,22.6,25.4,38,0.02181352,6.38,292.479,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN HUESO 6-7,24,2.78611E+13,0,90,14.6,33.2,38,0.01841936,3.1,168.301,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN HUESO,24,3.78611E+13,0,150,29.4,28.6,43.6,0.03666062,6.34,172.937,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN HUESO 3-4,18,2.78611E+13,0,72,14.4,32.6,39,0.01830816,3.66,199.91,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN ROLES 8-9,28,1.78611E+13,0,100,14.8,33.4,38.4,0.01898188,4.3,226.531,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN BARRA,42,1.78611E+13,0,160,14.6,32.6,38.8,0.01846725,8.12,439.697,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN STIX,42,1.78611E+13,0,150,14.4,32.6,38.8,0.01821427,6.2,340.392,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN MUTISABOR,20,3.78611E+13,0,170,29.4,28.6,43.6,0.03666062,7.8,212.762,,,DESPACHO LOCAL ARTICULO,
1,7.86106E+12,MAS CAN HUESOS MULTISABOR 5-6,21,2.78611E+13,0,150,29.6,28,43.2,0.03580416,7.52,210.031,,,DESPACHO LOCAL ARTICULO,
1,7.86109E+12,BUEN CAN ADULTO CARNE,12,2.78611E+13,0,25,18.6,35,99.9,0.0650349,24,369.032,,,DESPACHO LOCAL ARTICULO,
1,7.86109E+12,BUEN CAN ADULTO POLLO,12,2.78611E+13,0,150,18.6,35,99.9,0.0650349,24,369.032,,,DESPACHO LOCAL ARTICULO,
1,7.86109E+12,BUEN CAN CACHORROS POLLO,12,2.78611E+13,0,150,11.6,37.4,58.4,0.02533626,17.28,682.026,,,DESPACHO LOCAL ARTICULO,
1,7.86109E+12,BUEN CAN ADULTO POLLO,6,1.78611E+13,0,37,22.6,43,70,0.068026,24.44,359.274,,,DESPACHO LOCAL ARTICULO,
