CODIGOARTICULO;CODIGOCLASIFICACION
1018368;1606
1018369;1606
1018370;1606
1018416;1606
1018417;1606
1018418;1606
1018419;1606
1018420;3046
1018421;1606
1018422;1606
1018423;1606
1018424;1606
1018425;1606
1018426;1606
1018449;1606
1018451;1606
1018452;1606
1018453;1606
1018455;1606
1018457;1606
1018482;1606
1018497;1606
1018509;1606
1018510;1606
1018511;1606
1018512;1606
1018513;1606
1018517;1606
1018529;1318
1018530;1606
1018531;1606
1018532;1606
1018533;1120
1018539;1606
1018550;1120
1018551;1302
1018552;1606
1018553;1606
1018554;1606
1018555;1704
1018556;1606
1018557;1114
1018558;1704
1018571;1704
1018573;1704
1018574;1704
1018598;1704
1018634;1704
1018657;1704
1018658;1704
1018659;1606
1018660;1114
1018661;1096
1018662;1704
1018663;1606
1018664;1704
1018665;1032
1018666;1606
1018672;1704
1018673;1704
1018674;1074
1018676;1704
1018678;1704
1018679;1606
1018680;1704
1018681;1704
1018682;1704
1018683;1606
1018684;1606
1018687;1704
1018688;1704
1018689;1704
1018690;1028
1018691;1704
1018692;1704
1018723;1704
1018766;1704
1018777;1704
1018782;1704
1018797;1606
1018801;1704
1018802;1606
1018803;1606
1018804;1606
1018805;1606
1018806;1606
1018807;1606
1018808;1606
1018809;1606
1018810;1606
1018811;1606
1018812;1606
1018813;1026
1018814;1606
1018816;1606
1018974;1062
1018975;1062
1018977;1041
1018978;1062
1019100;1038
1019162;1606
1019163;1026
1019164;1041
1019165;1048
1019166;1041
1019170;1606
1019173;1606
1019174;1092
1019175;1041
1019176;1606
1019178;1086
1019179;1044
1019180;1086
1019181;1074
1019182;1074
1019183;1606
1019184;1124
1019185;1124
1019186;1124
1019187;1320
1019188;1074
1019189;1050
1019322;1050
1019323;1050
1019328;1063
1019329;1018
1019330;1063
1019334;1041
1019339;1036
1019348;3040
1019351;1606
1019352;1044
1019353;3020
1019354;1044
1019355;1068
1019357;1606
1019358;1068
1019359;1606
1019361;1068
1019363;1044
1019368;1016
1019369;1606
1019391;4162
1019394;1088
1019395;1606
1019396;1606
1019427;1606
1019428;1606
1019429;1606
1019430;1606
1019431;1606
1019432;1606
1019433;1606
1019434;1606
1019435;1606
1019436;1606
1019437;1606
1019438;1606
1019439;1606
1019440;1088
1019441;1088
1019442;1074
1019444;1063
1019446;1018
1019448;1063
1019449;1018
1019450;1063
1019451;1606
1019452;1606
1019454;1063
1019455;1063
1019456;1606
1019457;1124
1019458;1606
1019459;1063
1019460;1124
1019461;1136
1019462;1041
1019463;1041
1019465;1606
1019466;1124
1019467;1606
1019468;1606
1019472;1124
1019478;1606
1019480;1041
1019485;1328
1019490;1124
1019491;1606
1019492;1124
1019493;1041
1019494;1124
1019500;1063
1019508;1063
1019511;1606
1019518;4114
1019624;1606
1019625;1042
1019627;1078
1019628;1044
1019629;1078
1019630;1078
1019631;1074
1019632;1072
1019633;6824
1019636;1606
1019637;1026
1019641;1072
1019642;1606
1019643;1072
1019644;1606
1019645;3044
1019647;3044
1019648;1078
1019650;3044
1019651;3044
1019652;1034
1019653;3044
1019654;1606
1019655;1034
1019656;6758
1019657;1094
1019658;6758
1019659;6758
1019660;6758
1019661;1094
1019663;1606
1019664;1606
1019665;1606
1019666;1606
1019667;1606
1019668;1088
1019669;1093
1019671;1606
1019680;1016
1019682;1016
1019683;1093
1019684;1010
1019686;1093
1019690;1010
1019692;1306
1019694;1312
1019695;1114
1019696;1606
1019697;1034
1019698;1034
101971;3024
101971;3024
1019715;1606
1019716;1068
1019719;1036
1019720;1606
1019722;1606
1019723;1068
1019740;1606
1019741;1050
1019744;1606
1019765;1606
1019792;1030
1019793;1606
1019794;1032
1019795;1606
1019801;1030
1019803;1302
1019804;1606
1019805;1606
1019806;1606
1019807;1606
1019808;1606
1019809;1190
1019851;1190
1019852;1190
1019853;1122
1019854;1606
1019855;1606
1019856;1606
1019857;1028
1019858;1606
1019859;1028
1019860;1060
1019886;1060
1019887;1018
1019888;1606
1019890;1606
1019891;1606
1019892;1606
1019893;1318
1019894;1606
1019895;1606
1019896;1318
1019897;1606
1019898;1606
1019899;1606
1019942;1116
1019943;1606
1019944;1606
1019945;1606
1019946;1606
1019947;1606
1019948;1606
1019957;1606
1019962;1606
1019963;1606
1019964;1606
1019965;1606
1019966;1606
1019967;1606
1019968;1606
1019969;1606
1019970;1606
1019971;1606
1019972;1606
1019973;1606
1019974;1606
1019975;1606
1019976;1606
1019977;1606
1019978;1606
1019979;1606
1019980;1606
1019981;1606
1019982;1606
1019983;1606
1019984;1606
1019985;1606
1019986;1606
1019987;1606
1020016;1606
1020017;1606
1020018;1606
1020019;1606
1020020;1606
1020105;1606
1020106;1013
1020108;1606
1020109;1606
1020166;3028
1020167;3028
1020168;3028
1020169;3028
1020170;1606
1020171;1606
1020315;1606
1020316;1028
1020317;1606
1020318;1606
1020319;1606
1020320;1606
1020321;1606
1020340;1606
1020349;1606
1020350;1606
1020351;1606
1020352;1704
1020353;1606
1020354;1704
1020355;1704
1020356;1704
1020357;1704
1020358;1704
1020359;1704
1020360;1704
1020361;1704
1020362;1704
1020363;1704
1020366;1606
1020367;1606
1020369;4138
1020370;4138
1020371;4104
1020372;4104
1020373;1704
1020374;4162
1020375;1704
1020376;4162
1020377;1704
1020379;1704
1020380;1704
1020381;1704
1020382;1704
1020383;1606
1020384;1704
1020386;1704
1020387;1704
1020388;1704
1020389;1704
1020390;1704
1020391;1606
1020392;1704
1020393;1704
1020394;1606
1020395;4138
1020397;4138
1020398;4126
1020399;4126
1020400;1606
1020401;1606
1020402;1606
1020403;1606
1020404;1606
1020408;1606
1020409;1606
1020410;1606
1020411;1606
1020412;1606
1020413;1606
1020414;1606
1020415;1606
1020416;3008
1020417;3008
1020418;3008
1020428;3040
1020431;1148
1020432;3040
1020433;1606
1020434;1606
1020435;1148
1020436;3040
1020437;3040
1020438;1606
1020442;1606
1020443;1606
1020464;1606
1020474;1606
1020495;1606
1020496;1606
1020519;1606
1020523;4130
1020524;4130
1020525;3020
1020527;4118
1020528;4118
1020529;4118
1020530;4118
1020531;4118
1020532;4118
1020533;4118
1020534;4118
1020535;4162
1020537;4162
1020538;4104
1020540;4138
1020561;1606
1020562;1606
1020563;1606
1020564;1606
1020565;1606
1020571;1034
1020572;1142
1020573;1034
1020574;1142
1020575;1142
1020576;1142
1020586;1606
1020587;1606
1020659;1032
1020665;1032
1020670;1032
1020688;1606
1020696;1606
1020699;1330
1020712;1606
1020713;1330
1020714;1330
1020718;1330
1020719;1330
1020721;1330
1020722;1330
1020723;1338
1020841;1338
1020961;1606
1020962;1606
1021;1037
1021078;1606
1021080;1068
1021081;1704
1021082;1704
1021083;1704
1021084;1704
1021085;1606
1021086;1032
1021090;1606
1021091;1606
1021092;1606
1021093;1606
1021094;1606
1021095;1606
1021096;3046
1021097;3046
1021098;3022
1021103;1068
1021105;1330
1021111;1704
1021112;1704
1021113;1704
1021114;1704
1021117;1704
1021118;1704
1021119;1704
1021120;1704
1021121;1704
1021122;1704
1021123;1704
1021124;1704
1021125;1704
1021126;1704
1021127;1704
1021128;1704
1021129;1704
1021130;1704
1021131;1704
1021132;1704
1021133;1704
1021134;1704
1021135;1704
1021136;1704
1021137;1704
1021138;1704
1021139;1704
1021140;1704
1021141;1704
1021142;1704
1021143;1704
1021261;1152
1021263;1152
1021286;1606
1021319;1072
1021364;1073
1021366;1008
1021368;1008
1021373;1114
1021375;1114
1021376;1126
1021377;1126
1021491;1024
1021492;1068
1021494;1606
1021560;1066
1021562;1606
1021563;1606
1021564;4114
1021565;4114
1021566;4114
1021567;4176
1021568;4122
1021620;1606
1021708;1126
1021709;1126
1021734;1148
1021735;3028
1021736;3028
1021737;3028
1021738;3028
1021744;1036
1021748;1036
1021749;1036
1021750;1036
1021751;1036
1021752;1036
1021753;1036
1021754;1036
1021755;1036
1021756;1036
1021757;1036
1021758;1036
1021759;1036
1021760;1606
1021762;1036
1021764;1036
1021765;1036
1021766;1036
1021767;1036
1021768;1606
1021769;1704
1021770;1704
1021771;1704
1021772;1704
1021773;1704
1021774;1704
1021775;1704
1021776;1704
1021789;1704
1021790;3018
1021791;1704
1021792;1704
1021793;1704
1021794;1704
1021795;1704
1021796;1704
1021798;1704
1021799;1704
1021800;1704
1021801;1704
1021802;1704
1021803;1704
1021804;1704
1021821;1704
1021830;1704
1021831;1704
1021832;1704
1021833;1704
1021834;1704
1021835;1704
1021836;1704
1021837;1704
1022;1037
1022023;1320
1022069;1007
1022085;4118
1022086;4118
1022089;4118
1022091;4118
1022169;4118
1022172;4118
1022175;4118
1022176;4118
1022177;4138
1022178;4138
1022179;4138
1022180;4138
1022181;4138
1022182;4138
1022183;4138
1022184;4138
1022185;4138
1022186;1150
1022187;1032
1022188;1032
1022189;1032
1022433;1026
1022742;1072
1022743;1072
1022751;1044
1022754;1044
1022804;1087
1022823;4118
1022824;4118
1022825;7016
1022830;1087
1022938;1087
1023;1037
1023051;1012
1023083;1087
1023084;1044
1023085;1087
1023086;1124
1023087;1034
1023090;1704
1023092;1087
1023093;1087
1023098;1087
1023100;1087
1023101;1704
1023102;1704
1023103;1704
1023104;1704
1023105;1093
1023106;1704
1023107;1704
1023108;1087
1023112;1139
1023114;1704
1023117;1704
1023118;1139
1023119;1704
1023123;1139
1023124;1127
1023125;1139
1023126;1704
1023134;3046
1023135;3046
1023136;3046
1023137;3046
1023143;1148
1023144;1148
1023145;1148
1023146;3018
1023147;1148
1023148;3018
1023149;3018
1023150;1704
1023151;1704
1023152;1704
1023153;1704
1023154;1704
1023155;1704
1023156;1704
1023165;1118
1023166;1704
1023167;1704
1023168;1704
1023169;1704
1023170;1704
1023171;1704
1023172;1704
1023173;1704
1023174;1704
1023175;1704
1023176;1704
1023177;1704
1023178;1704
1023204;1318
1023207;3040
1023208;3040
1023209;3040
1023458;3030
1023471;3016
1023472;3016
1023473;3016
1023474;3016
1023514;1016
1023529;1016
1023530;1050
1023531;1016
1023538;1050
1023539;2062
1023540;2062
1023541;2062
1023542;2062
1023543;1050
1023544;1050
1023545;1050
1023546;1050
1023548;4176
1023549;4176
1023550;4176
1023551;4176
1023552;4114
1023557;4126
1023558;4126
1023559;4126
1023560;4138
1023626;4138
1023633;1606
1023638;1028
1023639;1028
1023642;1028
1023808;1148
1023809;1148
1023810;1034
1023812;6758
1023813;1326
1023814;6758
1023815;6758
1023816;6758
1023817;1034
1023822;1704
1023848;1704
1023850;1704
1023851;1704
1023852;1704
1023853;1704
1023854;1704
1023855;1704
1023856;1704
1023857;1704
1023858;1704
1023859;1704
1023860;1704
1023861;1704
1023862;1704
1023863;1704
1023864;1704
1023865;1704
1023866;1704
1023867;1704
1023868;1704
1023869;1704
1023870;1704
1023871;1704
1023872;1704
1023873;1704
1023874;1704
1023875;1704
1023876;1704
1023877;1704
1023878;1704
1023879;1704
1023880;3018
1023890;1122
1023891;1122
1023892;1122
1023893;1126
1023895;1126
1023897;1138
1023898;1190
1023902;1136
1023912;4144
1023914;3032
1023915;3032
1023916;3032
1023917;3032
1023918;3032
1023947;1094
1023954;4126
1023955;4126
1023956;4126
1023957;4126
1023958;1704
1023959;1704
1023960;1028
1024044;1122
1024309;3034
1024330;1704
1024338;4138
1024339;4138
1024340;4138
1024341;4104
1024342;4104
1024343;4138
1024344;4138
1024345;4138
1024354;1024
1024356;4138
1024357;4138
1024358;4138
1024362;1092
1024514;3022
1024516;3022
1024571;1016
1024572;1016
1024574;1016
1024575;1016
1024581;3108
1024770;4138
1024771;4138
1024772;1704
1024773;1704
1024807;4138
1024808;4138
1024809;4138
1024810;4138
1024811;4138
1024812;4138
1024813;4138
1024814;4138
1024815;4138
1024816;4138
1024817;4104
1024818;4138
1024819;4138
1024820;4104
1024821;4138
1024822;4138
1024823;4138
1024824;4104
1024899;1704
1024901;1704
1024910;1704
1024911;1704
1024912;1704
1024914;1704
1024917;1704
1024920;1704
1024921;1704
1024924;1704
1024927;1704
1024932;1704
1024933;1704
1024934;1704
1024935;1704
1024936;1704
1024938;1704
1024939;1704
1024941;1704
1025;1037
1025051;1704
1025103;1704
1025104;1704
1025105;1704
1025106;1704
1025107;1704
1025108;1704
1025109;1704
1025110;1704
1025111;1704
1025112;1704
1025256;1032
1025257;1032
1025258;1068
1025377;1048
1025390;1040
1025391;1040
1025412;4138
1025413;4104
1025414;4162
1025415;4162
1025416;4138
1025417;4104
1025418;4162
1025419;4162
1025512;1114
1025513;1704
1025529;6824
1025569;4138
1025570;4138
1025571;4104
1025572;4104
1025573;1318
1025654;1148
1025655;3020
1025670;4130
1025671;4130
1025672;4130
1025675;1035
1025679;1704
1025680;1704
1025681;1704
1025682;1704
1025683;1704
1025684;1035
1025685;1704
1025686;1035
1025687;1704
1025688;1704
1025689;1704
1025690;1035
1025691;1704
1025692;1704
1025693;1704
1025696;1704
1025698;1035
1025706;1704
1026035;1035
1026137;1704
1026249;6824
1026261;1704
1026341;1035
1026357;1704
1026407;1704
1026425;1606
1026520;1035
1026639;1606
1026724;1035
1026725;1704
1026726;1704
1026727;1704
1026728;1704
1026729;1035
1026730;1704
1026731;1704
1026732;1704
1026733;1704
1026734;1704
1026735;1704
1026737;1704
1026738;1704
1026741;1704
1026765;1036
1026773;1018
1026774;1018
1026775;1050
1026776;1050
1026777;1014
1026778;1050
1026779;1050
1026780;1050
1026781;1050
1026782;1050
1026793;1014
1027430;3020
1027455;1606
1027456;1606
1027457;1606
1027462;3020
1027625;1606
1027626;1606
1027934;3020
1027935;3020
1027975;3020
1028;1037
1028033;3046
1028035;1026
1028036;1026
1028038;1016
1028039;1016
1028040;1016
1028041;1016
1028042;1016
1028115;1704
1028116;1704
1028117;1704
1028118;1704
1028119;1704
1028120;1704
1028121;1704
1028134;1704
1028135;1704
1028136;1704
1028137;1704
1028138;1704
1028139;3046
1028140;1704
1028141;1704
1028142;3046
1028143;4118
1028144;1704
1028145;3040
1028146;1704
1028147;3040
1028148;1704
1028149;1704
1028150;1704
1028151;3012
1028153;1704
1028154;1068
1028155;3012
1028156;3012
1028157;3012
1028158;3012
1028159;3012
1028160;1704
1028161;1704
1028162;1704
1028163;1704
1028164;1704
1028169;1704
1028170;1704
1028171;1078
1028172;1704
1028173;1036
1028174;1078
1028306;3029
1028536;3029
1028537;3022
1028538;3047
1028539;3047
1028540;3047
1028541;1026
1028557;1026
1028558;6758
1028560;6758
1028562;6758
1028563;6758
1028564;6758
1028565;6758
1028566;6758
1028567;1028
1028578;6824
1028603;1318
1028604;1190
1028674;1068
1028675;1068
1028756;1016
1028872;4126
1028873;4126
1028874;4126
1028875;4126
1028876;4126
1028877;4126
1029049;1032
1029050;1032
1029051;1032
1029052;1032
1029053;1032
1029054;1050
1029057;1034
1029063;1074
1029065;1028
1029066;1026
1029067;1026
1029111;3102
1029112;3110
1029123;1606
1029128;1016
1029145;1016
1029150;1016
1029151;1016
1029267;1016
1029268;6824
1029431;1318
1029626;1190
1029627;1190
1029663;1704
1029664;1704
1029675;1704
1029882;1704
1029883;1704
1029884;1704
1029892;1704
1029898;1704
1029899;1704
1029900;1704
1029901;1704
1029902;1704
1029903;1704
1029904;1704
1029913;1704
1029914;1704
1029915;1704
1029916;1704
1029917;1704
1029918;1704
1029920;1704
1029922;1704
1029923;1704
1029924;1704
1029925;1704
1029926;1704
1029927;1704
1029928;1704
1029929;1704
1029930;1704
1029931;1704
1030031;1008
1030032;1008
1030033;1008
1030034;1008
1030132;1191
1030414;1191
1030444;1040
1030446;1124
1030450;4122
1030451;4122
1030452;1016
1030453;1016
1030494;1039
1030495;1039
1030496;1039
1030497;1039
1030498;1039
1030499;3034
1030500;3034
1030501;3034
1030506;3034
1030507;4126
1030540;4126
1030541;4126
1030542;1318
1030560;3106
1030561;3106
1030562;3024
1030563;3024
1030564;3030
1030565;3030
1030566;3030
1030988;1040
1030989;1032
1030990;1032
1030991;1074
1030992;1074
1030994;3030
1030995;1016
1030996;3030
1030997;3030
1030998;1016
1030999;1016
1031000;1016
1031002;1016
1031003;1016
1031004;1016
1031006;1041
1031011;1041
1031012;1041
1031074;1041
1031075;1041
1031076;1041
1031077;1041
1031078;1041
1031079;1068
1031083;3018
1031085;4138
1031097;1041
1031098;4138
1031099;4138
1031100;1041
1031101;1041
1031103;1041
1031107;1338
1031155;4126
1031156;4126
1031157;4126
1031158;4126
1031159;4118
1031160;4118
1031162;4118
1031163;4118
1031164;1028
1031182;1016
1031183;1318
1031184;1016
1031186;1016
1031187;1016
1031188;1016
1031189;1016
1031304;1018
1031345;1124
1031425;4104
1031426;4162
1031427;1080
1031428;4138
1031431;4138
1031432;1080
1031433;4138
1031439;4138
1031452;4139
1031454;4105
1031455;4105
1031456;4139
1031457;4105
1031459;4127
1031461;4127
1031577;1704
1031641;1704
1031642;1704
1031643;3104
1031644;1704
1031646;1704
1031647;1704
1031649;4118
1031650;4118
1031669;1704
1031670;4118
1031722;1704
1031727;1704
1031800;1704
1031832;4138
1031867;1704
1031868;1704
1031869;1704
1031870;1704
1031871;1704
1031872;1704
1031873;1704
1031874;1704
1031875;1704
1031876;1704
1031884;1704
1031885;1704
1031886;1704
1031887;1704
1031888;1704
1031889;1704
